CIENTÍFICO	Distinguir evidência, opinião e testemunho pessoal
CIENTÍFICO	Atualizar critérios à luz de nova evidência ou novas necessidades
COMUNICAÇÃO E MARKETING	Gerir marca e identidade
COMUNICAÇÃO E MARKETING	Planear campanhas
COMUNICAÇÃO E MARKETING	Gerir redes sociais
COMUNICAÇÃO E MARKETING	Produzir conteúdos editoriais e de comunicação
COMUNICAÇÃO E MARKETING	Enviar newsletters e email marketing
COMUNICAÇÃO E MARKETING	Apoiar captação e engagement de associados
COMUNICAÇÃO E MARKETING	Definir pilares de comunicação
COMUNICAÇÃO E MARKETING	Adaptar mensagens a diferentes públicos
COMUNICAÇÃO E MARKETING	Coordenar calendários editoriais e de campanhas
COMUNICAÇÃO E MARKETING	Criar conteúdos de awareness, conversão e retenção
COMUNICAÇÃO E MARKETING	Desenvolver materiais de divulgação e apresentação
COMUNICAÇÃO E MARKETING	Gerir presença digital corrente da marca
COMUNICAÇÃO E MARKETING	Criar loops entre redes, site, newsletter e associação
COMUNICAÇÃO E MARKETING	Medir desempenho de campanhas e conteúdos
COMUNICAÇÃO E MARKETING	Ajustar formatos, tom e CTAs com base nos resultados
COMUNIDADE WHATSAPP	Organizar a comunidade
COMUNIDADE WHATSAPP	Estruturar grupos temáticos
COMUNIDADE WHATSAPP	Definir regras de participação
COMUNIDADE WHATSAPP	Moderar grupos e interações
COMUNIDADE WHATSAPP	Acolher e encaminhar membros
COMUNIDADE WHATSAPP	Dinamizar participação comunitária
COMUNIDADE WHATSAPP	Gerir a lógica de entrada e permanência nos grupos
COMUNIDADE WHATSAPP	Identificar necessidades emergentes da comunidade
COMUNIDADE WHATSAPP	Encaminhar pessoas para grupos ou recursos adequados
COMUNIDADE WHATSAPP	Prevenir conflitos, desinformação e comportamentos impróprios
COMUNIDADE WHATSAPP	Apoiar moderadores e alinhar critérios de moderação
COMUNIDADE WHATSAPP	Recolher feedback da comunidade
COMUNIDADE WHATSAPP	Transformar sinais da comunidade em inputs para conteúdos, advocacy ou serviços
COMUNIDADE WHATSAPP	Promover sentido de pertença e participação
COMUNIDADE WHATSAPP	Monitorizar saúde e utilidade dos espaços comunitários
FINANCEIRO	Criar e gerir orçamento
FINANCEIRO	Controlar tesouraria
FINANCEIRO	Registar receitas e despesas
FINANCEIRO	Gerir quotas e donativos de associados
FINANCEIRO	Assegurar obrigações fiscais e contabilísticas
FINANCEIRO	Conciliar movimentos financeiros e comprovativos
FINANCEIRO	Organizar pagamentos e reembolsos
FINANCEIRO	Preparar informação para contabilidade
FINANCEIRO	Controlar arquivo administrativo e financeiro
FINANCEIRO	Acompanhar execução orçamental
FINANCEIRO	Produzir mapas simples de receitas, despesas e saldo
FINANCEIRO	Criar alertas para prazos fiscais e pagamentos
FINANCEIRO	Assegurar que despesas têm aprovação e documentação
FORMAÇÃO	Desenhar oferta formativa
FORMAÇÃO	Estruturar programas e sessões
FORMAÇÃO	Preparar materiais
FORMAÇÃO	Articular formadores
FORMAÇÃO	Executar ações de formação
FORMAÇÃO	Avaliar impacto formativo
FORMAÇÃO	Identificar públicos-alvo prioritários
FORMAÇÃO	Adaptar linguagem e formato ao público
FORMAÇÃO	Criar workshops, webinars e sessões de capacitação
FORMAÇÃO	Organizar calendário formativo
FORMAÇÃO	Preparar guiões, apresentações e suportes pedagógicos
FORMAÇÃO	Recolher avaliações de satisfação e aprendizagem
FORMAÇÃO	Melhorar a oferta com base em feedback
FORMAÇÃO	Apoiar formação interna de voluntários, moderadores e equipa
FORMAÇÃO	Estruturar propostas formativas para escolas, famílias, empresas ou profissionais
FUNDRAISING	Angariar donativos
FUNDRAISING	Procurar patrocínios e grants
FUNDRAISING	Negociar parcerias
FUNDRAISING	Gerir protocolos
FUNDRAISING	Desenvolver benefícios para associados
FUNDRAISING	Identificar parceiros estratégicos
FUNDRAISING	Avaliar alinhamento e risco de potenciais parcerias
FUNDRAISING	Preparar propostas de colaboração e contrapartidas
FUNDRAISING	Acompanhar execução de protocolos
FUNDRAISING	Cultivar relação com apoiantes, mecenas e parceiros
FUNDRAISING	Explorar novas fontes de receita não correntes
FUNDRAISING	Estruturar campanhas de fundraising
FUNDRAISING	Preparar candidaturas a apoio e financiamento
IT	Gerir website e landing pages
IT	Administrar ferramentas digitais
IT	Gerir CRM e bases de dados
IT	Implementar integrações e automações
IT	Produzir reporting
IT	Assegurar qualidade de dados
IT	Organizar processos operacionais e base de conhecimento
IT	Manter arquitetura digital da operação
IT	Testar e implementar novas ferramentas
IT	Garantir funcionamento de formulários, fluxos e acessos
IT	Documentar processos digitais
IT	Apoiar automação de inscrições, comunicação e reporting
IT	Organizar informação institucional e operacional em sistemas
IT	Criar dashboards e mapas de acompanhamento
IT	Apoiar futuros sistemas de IA ou chatbot
IT	Reduzir trabalho manual através de desenho de processos
IT	Gerir diretório de profissionais
LEGAL	Garantir enquadramento jurídico da associação
LEGAL	Rever contratos, protocolos e minutas
LEGAL	Assegurar compliance e RGPD
LEGAL	Validar documentos formais
LEGAL	Acompanhar processos de reconhecimento formal
LEGAL	Rever estatutos, regulamentos e atas
LEGAL	Validar consentimentos, políticas e termos
LEGAL	Avaliar risco jurídico de campanhas, iniciativas e modelos operacionais
LEGAL	Apoiar enquadramento legal de benefícios para associados
LEGAL	Validar disclaimers, diretórios e conteúdos sensíveis
LEGAL	Acompanhar cláusulas de responsabilidade, confidencialidade e uso de marca
LEGAL	Apoiar resposta a incidentes com relevância jurídica
LEGAL	Garantir arquivo organizado de documentação legal relevante
PESSOAS E TALENTO	Recrutar voluntários e colaboradores
PESSOAS E TALENTO	Fazer onboarding interno
PESSOAS E TALENTO	Distribuir funções
PESSOAS E TALENTO	Acompanhar disponibilidade e desempenho
PESSOAS E TALENTO	Desenvolver competências
PESSOAS E TALENTO	Assegurar passagem de pasta e continuidade
PESSOAS E TALENTO	Identificar necessidades de capacidade interna
PESSOAS E TALENTO	Mapear competências existentes e em falta
PESSOAS E TALENTO	Apoiar integração de novas pessoas na cultura e nos processos
PESSOAS E TALENTO	Clarificar papéis e responsabilidades
PESSOAS E TALENTO	Reequilibrar carga de trabalho quando necessário
PESSOAS E TALENTO	Apoiar retenção e motivação de voluntários
PESSOAS E TALENTO	Criar condições mínimas de organização interna
PESSOAS E TALENTO	Promover capacitação contínua
PESSOAS E TALENTO	Reduzir dependência de pessoas-chave isoladas
RELAÇÕES INSTITUCIONAIS	Representar a associação externamente
RELAÇÕES INSTITUCIONAIS	Pedir e conduzir reuniões institucionais
RELAÇÕES INSTITUCIONAIS	Fazer advocacy
RELAÇÕES INSTITUCIONAIS	Participar em consultas públicas
RELAÇÕES INSTITUCIONAIS	Propor medidas de inclusão e acomodação
RELAÇÕES INSTITUCIONAIS	Relacionar-se com decisores e entidades
RELAÇÕES INSTITUCIONAIS	Mapear interlocutores institucionais relevantes
RELAÇÕES INSTITUCIONAIS	Preparar propostas e dossiês para reuniões
RELAÇÕES INSTITUCIONAIS	Defender interesses da comunidade PHDA em espaços institucionais
RELAÇÕES INSTITUCIONAIS	Identificar janelas de oportunidade política
RELAÇÕES INSTITUCIONAIS	Acompanhar legislação, medidas e debates relevantes
RELAÇÕES INSTITUCIONAIS	Articular com entidades públicas, reguladores, ordens, escolas e hospitais
RELAÇÕES INSTITUCIONAIS	Promover reconhecimento da Brainstorm como voz credível
RELAÇÕES INSTITUCIONAIS	Transformar necessidades da comunidade em propostas concretas
RELAÇÕES INSTITUCIONAIS	Fazer follow-up persistente junto de interlocutores institucionais
RP	Gerir comunicação institucional
RP	Relacionar-se com imprensa
RP	Preparar posicionamentos públicos
RP	Apoiar porta-vozes
RP	Proteger reputação
RP	Responder a temas sensíveis
RP	Preparar respostas a pedidos de jornalistas
RP	Criar argumentos institucionais e talking points
RP	Identificar oportunidades mediáticas relevantes
RP	Coordenar mensagens em contextos delicados
RP	Apoiar preparação de entrevistas, intervenções e declarações
RP	Acompanhar cobertura mediática
RP	Corrigir ou clarificar perceções públicas incorretas
RP	Assegurar coerência entre visibilidade pública e posicionamento institucional
